"","State","Account_Length","Area_Code","Phone","Intl_Plan","Vmail_Plan","Vmail_Message","Day_Mins","Day_Calls","Eve_Mins","Eve_Calls","Night_Mins","Night_Calls","Intl_Mins","Intl_Calls","CustServ_Calls","Churn"
"267","RI",114,"510","411-9554","no","yes",28,225.8,94,193,117,232.4,100,8.4,9,4,"False."
"268","NH",119,"408","420-3192","no","no",0,138.3,89,170.5,78,263.9,98,13.5,6,3,"False."
"269","MO",64,"510","389-1475","no","yes",48,94.4,104,136.2,101,147.4,89,4.5,4,0,"False."
"270","MA",118,"408","343-7734","yes","no",0,160,123,175.4,96,184.8,99,9.9,3,2,"False."
"271","PA",101,"415","410-3390","no","no",0,206.6,105,224.9,117,249.9,100,14.6,3,0,"False."
"272","OK",117,"415","344-6495","no","no",0,134.7,121,180,83,200.9,104,7.7,3,1,"False."
"273","AL",49,"415","331-6229","no","yes",28,214.4,78,235.2,100,206.2,107,8,13,3,"False."
"274","WY",139,"415","337-7501","no","no",0,192.8,104,234.4,96,203.2,101,13,3,3,"False."
"275","PA",92,"408","339-9631","no","yes",28,151.1,90,194.8,79,239.2,114,10,3,1,"False."
"276","WA",83,"415","369-4384","no","no",0,221.4,103,231.8,103,122.5,100,9.8,5,3,"False."
"277","HI",148,"510","416-3915","yes","no",0,218.9,88,208,85,203.3,99,11.1,4,0,"False."
"278","SD",144,"408","339-3049","no","yes",48,189.8,96,123.4,67,214.2,106,6.5,2,2,"True."
"279","AL",131,"415","361-7998","no","yes",25,192.7,85,225.9,105,254.2,59,10.9,6,2,"False."
"280","VT",146,"510","355-4842","yes","no",0,204.4,135,219.1,90,222.7,114,10.5,6,3,"False."
"281","MT",143,"415","387-6440","no","no",0,172.3,97,174,108,188.2,119,13,4,2,"False."
"282","MN",81,"415","369-2625","no","no",0,198.4,93,210.9,108,193.3,71,10.4,6,2,"False."
"283","AK",48,"415","389-7073","no","yes",37,211.7,115,159.9,84,144.1,80,12.2,1,1,"False."
"284","MI",86,"415","370-8463","no","yes",28,221.6,74,288.4,100,240.3,105,9,2,1,"False."
"285","DE",71,"415","362-7318","no","no",0,197.9,108,181.5,109,281.4,56,6.7,5,3,"False."
"286","SD",145,"408","412-1194","no","yes",24,147.5,90,175.7,108,252.1,102,15.6,3,2,"False."
"287","MI",137,"510","355-9508","no","no",0,206.4,122,128,102,194.5,84,8.8,5,2,"False."
"288","KS",137,"408","352-8202","no","no",0,205.9,88,209.3,86,289.9,84,14.5,4,2,"False."
"289","AL",167,"510","335-5882","no","no",0,207.6,88,132.4,63,255.2,98,14.1,5,0,"False."
"290","OK",89,"510","352-6976","no","no",0,303.9,95,260.9,114,312.1,89,5.3,3,1,"True."
"291","CT",199,"415","393-6733","no","yes",34,230.6,121,219.4,99,299.3,94,8,2,0,"False."
"292","NE",132,"510","335-1838","no","no",0,99.5,110,129.1,80,125.1,124,9.7,3,0,"False."
"293","WI",94,"510","355-6930","no","no",0,177.1,112,194,112,146.7,108,5.9,4,1,"False."
"294","CT",96,"415","387-5860","no","yes",37,172.7,93,120.1,116,216.1,86,10.3,5,5,"True."
"295","WI",96,"510","343-2605","no","yes",18,172.7,86,133.4,113,259.5,70,9.8,3,1,"False."
"296","IN",166,"510","350-6759","no","no",0,204.2,115,179.9,152,216.8,109,9.5,5,1,"False."
"297","DC",74,"415","371-1514","no","no",0,85.7,83,247.7,67,142.4,85,10.1,5,2,"False."
"298","AR",36,"415","346-9317","no","no",0,157.6,117,184.3,58,240.4,99,11.9,1,0,"False."
"299","ME",113,"415","398-4313","no","no",0,215.5,129,218.7,117,207.1,91,6.6,9,4,"False."
"300","MN",94,"415","412-4399","no","no",0,181.5,98,199.9,88,287.7,114,6.6,5,1,"False."
"301","MD",67,"415","330-1835","no","no",0,171.7,80,110.4,81,195.4,111,11.9,4,2,"False."
"302","FL",127,"415","416-1676","no","no",0,266.6,106,264.8,168,207.2,119,5.9,2,1,"True."
"303","RI",121,"408","329-7347","no","no",0,170.4,108,350.5,68,297,87,11.2,3,0,"True."
"304","IA",158,"415","360-6868","no","no",0,158,106,292.5,114,241.1,89,9.1,4,1,"False."
"305","AZ",136,"510","405-6641","no","no",0,92,117,253.6,77,214.1,90,10.3,10,1,"False."
"306","MO",196,"415","393-2373","no","no",0,234,109,249.5,114,173.1,70,9.1,5,2,"False."
"307","VT",113,"415","419-1714","no","no",0,272.1,111,268.5,118,213.8,105,8.5,10,1,"True."
"308","IN",122,"408","336-3819","no","no",0,296.4,99,214.8,89,133.9,107,11.4,3,4,"True."
"309","RI",112,"510","341-3464","no","no",0,194.4,101,190.3,82,183.4,107,11.4,2,0,"False."
"310","SD",209,"415","413-5310","no","no",0,227.2,128,258.4,92,183.5,74,8.9,4,3,"False."
"311","MN",62,"415","366-7912","no","no",0,248.7,109,220,118,265.7,78,13.2,2,1,"True."
"312","TX",110,"415","399-8845","no","yes",38,236.3,102,195.9,112,183.5,82,9.7,6,1,"False."
"313","VA",16,"510","368-2583","no","no",0,205.6,69,169.5,93,220.1,64,10.9,3,0,"False."
"314","MA",73,"408","360-6309","no","no",0,94.1,136,280.3,122,205,77,9.8,4,0,"False."
"315","ID",128,"408","359-5890","no","no",0,125.2,99,205.4,107,254.4,111,18.9,2,0,"False."
"316","MA",39,"408","332-2462","no","no",0,60.4,158,306.2,120,123.9,46,12.4,3,1,"False."
"317","GA",103,"415","381-9196","no","yes",28,121,105,270.4,100,160.5,76,7.7,4,2,"False."
"318","RI",119,"415","329-3222","no","yes",29,117.8,66,256.8,114,147.6,76,7.6,3,3,"False."
"319","ID",173,"510","363-5819","no","yes",21,232.4,96,211.9,118,273,102,5,5,3,"False."
"320","SD",128,"510","413-9269","yes","yes",32,223.5,81,188.8,74,154.9,101,9.4,2,2,"True."
"321","MA",86,"510","330-7483","no","no",0,176.3,79,259.2,97,287.4,78,6.2,3,0,"False."
"322","WY",114,"415","403-7775","no","yes",32,125.2,79,177.8,105,232.4,89,12.9,3,1,"False."
"323","VA",104,"408","360-2479","no","no",0,138.7,107,256.9,113,234.9,74,10,3,0,"False."
"324","OR",148,"415","394-3791","no","no",0,86.3,134,246.6,92,251.6,91,11.3,4,1,"False."
"325","VA",129,"408","384-2632","no","no",0,207,91,154.9,121,245.1,112,13.4,5,3,"False."
"326","ME",100,"510","359-8466","no","yes",30,58.8,104,219.5,107,152.3,118,7.1,3,0,"False."
"327","AL",121,"408","331-8909","no","yes",35,68.7,95,209.2,69,197.4,42,11.4,4,1,"False."
"328","GA",143,"408","359-5160","no","yes",33,239.2,109,235.5,112,156.3,95,9.5,4,1,"False."
"329","IA",76,"510","330-9833","no","no",0,198.3,130,217.1,86,188.4,96,12.5,3,0,"False."
"330","AZ",158,"510","362-2314","no","no",0,205.2,97,240.6,77,79.7,108,14.4,12,0,"False."
"331","FL",116,"510","338-8478","no","no",0,192.1,98,312.9,135,130.2,94,7.9,2,3,"False."
"332","MT",54,"415","387-5453","no","no",0,272.6,83,248.7,74,197.4,111,9.5,2,1,"True."
"333","AL",86,"415","380-3437","no","no",0,128.3,121,197.1,93,138.4,152,12.2,5,7,"True."
"334","DE",108,"510","365-8779","no","no",0,169.6,99,264.1,87,206.3,78,9.3,4,0,"False."
"335","MT",66,"510","407-2750","no","no",0,201.3,95,152.8,66,233.2,101,7.5,4,1,"False."
"336","KY",151,"408","396-8265","no","yes",17,214.7,97,138.5,90,169.1,44,8.6,4,1,"False."
"337","SC",99,"510","397-4304","no","no",0,169.2,70,271.5,77,170.2,104,10.6,2,0,"False."
"338","WA",55,"415","333-2611","no","no",0,194.1,121,176.6,110,302.8,136,7,7,2,"False."
"339","OR",77,"510","409-8814","no","no",0,233.8,104,266.5,94,212.7,104,7.6,3,2,"False."
"340","AK",78,"408","336-5406","no","no",0,225.1,67,199.2,127,175.5,102,14.6,2,0,"False."
"341","GA",89,"415","343-6940","no","no",0,213,63,176.6,71,262.6,126,9.1,1,1,"True."
"342","MN",101,"415","361-9923","no","no",0,183.9,115,255.9,101,275,145,10.8,11,1,"False."
"343","IL",44,"415","350-6639","no","yes",34,221.8,105,161.7,85,227.7,62,14,7,0,"False."
"344","IN",98,"408","376-4300","no","yes",21,64.6,98,176.1,86,244.8,84,0,0,2,"False."
"345","SC",64,"510","349-6567","no","yes",37,154.6,92,83.4,103,165.9,99,13.3,3,1,"False."
"346","VA",141,"415","333-7749","no","no",0,260.2,131,179.2,120,135,119,7.2,8,3,"False."
"347","WI",81,"415","408-6089","no","yes",33,161.6,117,123,90,261.3,101,12.2,5,1,"False."
"348","VT",162,"510","375-2165","no","no",0,220.6,117,155.2,121,186.7,89,10.5,11,1,"False."
"349","AZ",83,"415","400-6999","no","yes",41,155.9,122,162.3,107,127.6,105,13.1,5,3,"False."
"350","FL",100,"510","420-7823","no","no",0,107,63,105.7,67,243.1,74,12.8,3,4,"True."
"351","AK",59,"510","366-5241","no","no",0,182.5,104,204.7,95,229.9,100,11.3,8,4,"False."
"352","AR",179,"415","413-3412","yes","yes",38,220.1,78,234.3,71,237.3,85,10.1,4,4,"False."
"353","AR",79,"408","406-2752","no","no",0,152.2,112,177.2,132,96.4,87,5.3,3,1,"False."
"354","AK",117,"415","337-8078","no","no",0,181.5,95,205.1,88,204,82,14.7,9,2,"False."
"355","MS",64,"408","402-1942","yes","no",0,236.2,77,218.6,85,194.1,97,13.2,2,2,"True."
"356","ME",31,"415","371-7917","no","no",0,166.1,105,79.3,93,213.7,98,12.7,2,1,"False."
"357","CA",124,"408","343-6374","yes","no",0,244.6,89,188.8,80,206,114,11.3,4,1,"False."
"358","NM",122,"408","385-8730","no","yes",23,134.2,85,227.3,132,122.4,96,8.5,2,2,"False."
"359","NE",37,"408","393-7892","yes","yes",39,149.7,122,211.1,75,114.3,90,9.2,4,1,"False."
"360","SC",90,"408","407-6748","no","yes",29,150.1,109,264.7,103,178.4,97,5.8,4,1,"False."
"361","CO",159,"408","341-4463","yes","no",0,257.1,53,312.2,127,183,82,8.8,6,1,"True."
"362","DE",148,"415","351-2587","no","no",0,124.4,83,179.7,81,253,99,11.3,6,0,"False."
"363","OH",39,"415","421-9752","no","yes",36,141.7,121,232.3,113,222.1,131,12,5,1,"False."
"364","MS",77,"408","356-4001","no","no",0,230,87,103.2,138,309.6,136,11.3,3,2,"False."
"365","OK",194,"408","328-9869","no","no",0,162.3,88,213.7,118,192.1,81,10.9,2,0,"False."
"366","CO",154,"415","343-5709","no","no",0,350.8,75,216.5,94,253.9,100,10.1,9,1,"True."
"367","NC",112,"415","334-1872","no","no",0,193.3,96,264.1,123,128.6,115,9.1,3,4,"False."
"368","MD",45,"415","350-1040","no","no",0,78.2,127,253.4,108,255,100,18,3,1,"False."
"369","KS",132,"415","369-3214","no","no",0,83.4,110,232.2,137,146.7,114,7.6,5,1,"False."
"370","MA",128,"415","385-6778","no","no",0,195.6,99,267.8,120,164.9,76,16,2,0,"False."
"371","NC",135,"415","383-7689","no","no",0,201.8,81,225,114,204.4,82,10.3,6,1,"False."
"372","NM",56,"408","385-5722","no","no",0,197,110,222.8,102,225.3,91,10.6,6,2,"False."
"373","CA",151,"415","357-1909","yes","no",0,218,57,114.4,88,269.2,95,12.4,1,0,"True."
"374","NY",32,"415","364-3567","no","no",0,164.8,98,229.9,96,167.3,108,14.8,2,2,"False."
"375","AZ",90,"415","422-4241","no","no",0,179.2,77,210.7,99,276.9,58,9.2,6,2,"False."
"376","SD",87,"415","370-2957","no","yes",21,214,113,180,114,134.5,82,10.6,5,0,"False."
"377","DC",138,"415","329-6562","no","no",0,170.5,87,118.2,116,187.9,111,11.2,7,2,"False."
"378","ND",79,"408","363-3515","no","no",0,205.7,123,214.5,108,226.1,106,6.7,18,1,"False."
"379","MO",95,"415","374-7787","yes","no",0,165.5,84,286.2,112,198.9,89,11.5,2,1,"True."
"380","KS",127,"415","345-2931","no","no",0,221,100,160.7,113,233.1,96,6.8,4,2,"False."
"381","SD",137,"510","373-5732","no","no",0,242.1,118,191,93,218.6,50,14.7,2,3,"False."
"382","OK",97,"415","348-7437","no","no",0,151.6,107,155.4,96,240,112,14.7,4,1,"False."
"383","OR",149,"415","332-9460","yes","no",0,176.2,87,145,81,249.5,92,5.7,4,0,"False."
"384","IN",117,"415","355-6531","yes","yes",22,196,82,322.7,82,225.6,120,3.7,5,1,"False."
"385","OH",84,"408","336-9390","no","no",0,159.5,125,247.1,90,187.9,82,7.2,4,2,"False."
"386","KS",137,"415","346-8581","no","no",0,230.2,113,220.4,79,204.7,111,10.7,7,4,"False."
"387","CT",99,"415","363-8824","no","no",0,146.7,64,274,99,321.3,98,8.9,1,3,"False."
"388","NH",54,"510","353-3351","no","no",0,210.5,102,204.5,83,127.8,53,8.5,5,1,"False."
"389","WI",85,"415","360-4320","no","no",0,102,95,270.2,139,148.2,105,10.7,3,1,"False."
"390","MS",150,"510","417-6252","no","no",0,126,99,238.5,73,285.1,100,10.2,6,3,"False."
"391","WV",43,"415","393-4949","no","no",0,168.4,125,243.8,89,214.7,102,11.1,2,1,"False."
"392","MA",35,"415","401-3156","no","no",0,105.6,129,258.2,129,213.1,77,8.7,3,0,"False."
"393","MD",98,"415","338-6283","no","no",0,206.5,92,176.2,152,232.8,115,12.4,5,5,"False."
"394","PA",112,"510","352-9017","no","no",0,217.1,76,205.2,100,185.7,91,9.4,3,2,"False."
"395","WI",16,"510","405-5305","no","no",0,229.6,78,205.7,108,166.2,91,10.8,2,0,"True."
"396","TN",98,"415","376-9249","no","yes",22,278.3,89,93.4,143,107.6,42,9.7,5,0,"False."
"397","TX",84,"408","339-7139","no","no",0,138.6,102,199,93,204.1,137,7.8,4,0,"False."
"398","OR",94,"415","328-6011","no","no",0,234.4,103,279.3,109,234.2,121,2,2,1,"True."
"399","IL",84,"510","378-1303","no","no",0,181.5,129,130.7,112,186.5,118,8.5,4,1,"False."
"400","DC",66,"415","402-5155","no","no",0,167.3,91,230,68,191.7,118,10.6,5,1,"True."
"401","GA",98,"415","333-5430","no","yes",31,121,105,218.9,98,226.7,110,12,1,1,"False."
"402","ID",74,"415","365-9696","no","no",0,221.1,124,110.8,94,240.1,112,10.6,3,0,"False."
"403","UT",96,"408","410-4023","no","yes",26,145.8,108,192.2,89,165.1,96,9.9,2,1,"False."
"404","KY",119,"510","411-7649","no","no",0,222.8,122,163.2,107,160.6,112,11.2,6,1,"False."
"405","OH",73,"415","338-4065","no","no",0,183.4,80,242,115,201.4,100,7.5,3,4,"False."
"406","WI",92,"415","421-9401","yes","no",0,264.3,91,160.9,115,198.6,73,9.3,5,0,"False."
"407","IL",21,"415","343-9658","no","no",0,146,78,109.7,79,247.4,108,6.8,7,0,"False."
"408","DE",122,"510","332-5521","no","no",0,157.1,134,184.9,122,197.2,59,8.5,5,4,"True."
"409","RI",133,"510","349-4369","yes","no",0,127.3,108,251.3,81,135,88,10.3,3,1,"False."
"410","TX",145,"415","351-4288","no","no",0,187.9,110,197,117,167,108,4.8,4,2,"False."
"411","OR",25,"408","422-5874","no","no",0,178.8,90,141.2,72,203,99,8.4,5,2,"False."
"412","NV",64,"415","396-2324","no","no",0,97.2,80,186.2,90,189,92,10.4,6,2,"False."
"413","NE",85,"415","416-5662","no","no",0,259.8,85,242.3,117,168.8,72,5.4,1,0,"False."
"414","MS",126,"415","363-9663","no","no",0,256.5,112,199.5,90,188.3,122,7,5,3,"False."
"415","OR",76,"415","410-9477","no","no",0,169.5,77,124,87,219.4,92,10,3,0,"False."
"416","DE",113,"415","352-4418","no","no",0,239.7,47,282.9,110,238.4,88,8.7,3,2,"True."
"417","DE",224,"510","361-6563","yes","no",0,171.5,99,160,103,212.4,102,5,2,1,"True."
"418","AZ",117,"408","417-4404","no","no",0,239.9,84,174.8,106,209.5,93,9.8,2,0,"False."
"419","SD",128,"408","372-8048","no","yes",34,142.3,73,194.8,79,239.3,81,16,6,1,"False."
"420","NV",115,"415","356-3646","no","no",0,184.1,98,327,73,212.5,106,7.5,6,2,"False."
"421","NM",141,"415","351-9604","no","yes",28,206.9,126,264.4,126,171.8,124,9.3,11,2,"False."
"422","MN",51,"510","355-9581","no","no",0,259.9,114,176.2,94,77.2,112,15.3,1,1,"False."
"423","NJ",100,"415","396-5189","no","no",0,203.8,122,283.1,76,197.3,83,12.5,3,0,"False."
"424","IN",96,"415","356-9187","no","yes",45,248.8,124,140.3,77,263.6,102,10.3,2,3,"False."
"425","DC",112,"415","394-5537","no","yes",16,221.6,110,130.2,123,200,108,11.3,3,1,"False."
"426","MA",129,"510","408-2712","yes","no",0,192.9,131,185.5,101,205.2,130,10.9,4,1,"False."
"427","ME",163,"415","404-4486","no","no",0,122.4,129,113.4,108,180.2,97,12.5,7,1,"False."
"428","NH",67,"415","355-1113","no","yes",40,104.9,65,216.3,93,217.4,128,9.6,9,1,"False."
"429","AZ",140,"408","411-4674","no","no",0,173.2,91,196.8,106,209.3,128,11.2,5,3,"False."
"430","OR",49,"510","376-4519","no","no",0,119.4,69,273.3,92,214.4,153,12.4,7,2,"False."
"431","KS",46,"510","365-5979","no","no",0,250.3,100,260.6,90,195,104,13.3,2,2,"True."
"432","NE",148,"415","382-2879","no","no",0,178.3,98,282.6,110,181,98,11.4,4,1,"False."
"433","MI",112,"510","420-1383","no","no",0,243.4,77,182.1,97,259.2,94,12.8,2,1,"False."
"434","SC",78,"415","411-7390","no","no",0,155,106,175.3,101,155.6,125,11.8,5,2,"False."
"435","PA",61,"408","383-8848","no","yes",31,288.7,101,203.8,102,203.2,49,8.6,3,0,"False."
"436","MT",58,"510","387-9301","no","yes",29,240.4,80,118.9,91,164.2,108,11.2,3,1,"False."
"437","NM",155,"415","399-3164","no","no",0,190.3,123,301.3,96,214.6,134,8,3,1,"False."
"438","OH",100,"510","385-8997","no","no",0,278,76,176.7,74,219.5,126,8.3,4,0,"True."
"439","WY",113,"510","352-6573","no","no",0,155,93,330.6,106,189.4,123,13.5,3,1,"False."
"440","MI",81,"415","408-3384","no","no",0,153.5,99,197.6,102,198.5,86,6.3,2,2,"False."
"441","AR",135,"510","419-6033","no","yes",27,273.4,141,154,99,245.8,112,12.3,6,1,"False."
"442","FL",99,"408","336-2090","no","no",0,155.3,93,265.7,95,145.7,67,12.4,4,0,"False."
"443","AR",59,"510","343-7242","no","yes",29,133.1,114,221.2,82,131.6,103,6.8,3,1,"False."
"444","MO",135,"510","376-1713","no","no",0,246.8,129,187.8,121,154.5,109,12.6,5,1,"False."
"445","WI",85,"408","381-5878","yes","no",0,165.4,107,196,126,349.2,110,9.6,7,2,"False."
"446","TX",70,"510","390-5470","no","no",0,59.5,103,257.2,106,208.3,86,11.1,6,0,"False."
"447","TX",88,"510","414-4803","no","no",0,138.3,116,236,138,179.1,110,9.6,4,3,"False."
"448","NM",55,"510","382-5478","no","no",0,286.7,100,134.4,121,192.9,122,6.9,5,2,"False."
"449","GA",75,"415","333-7637","no","no",0,117.3,114,201.1,61,107.9,82,12.2,3,1,"False."
"450","ID",79,"510","341-1647","no","yes",21,264.3,79,202.8,118,173.4,92,6.3,3,4,"False."
"451","AL",85,"408","411-4232","no","no",0,127.9,107,271.2,124,202.2,76,12.5,5,0,"False."
"452","KS",86,"408","339-2616","no","yes",23,225.5,107,246.3,105,245.7,81,9.8,2,0,"False."
"453","SD",91,"510","327-3850","no","no",0,149,115,245.3,105,260,94,8.3,3,0,"False."
"454","LA",149,"415","328-7209","no","yes",20,198.9,77,274,88,190.7,76,14.3,9,1,"False."
"455","OH",97,"408","405-6189","no","no",0,256.4,125,273.9,100,222.7,101,11.1,1,1,"True."
"456","MA",88,"415","418-6737","no","no",0,264.8,124,245.4,112,160.5,115,14.8,2,1,"True."
"457","AZ",60,"415","366-2212","no","no",0,98.2,88,180.5,69,223.6,69,9.3,2,2,"False."
"458","KY",54,"408","356-1420","no","no",0,159.8,99,264,64,115.7,70,9.7,7,2,"False."
"459","DC",11,"415","343-1323","no","yes",28,190.6,86,220.1,122,180.3,80,6,3,3,"False."
"460","WA",109,"415","361-8239","no","no",0,184,120,120.4,119,153.7,86,11,3,0,"False."
"461","UT",90,"415","384-1621","no","no",0,261.8,128,220.6,104,136.6,91,9.6,5,1,"False."
"462","RI",115,"408","360-3525","no","no",0,147.9,109,228.4,117,299.7,90,9.6,9,3,"False."
"463","OH",144,"415","392-3813","no","yes",18,106.4,109,108.1,113,208.4,111,10.1,5,1,"False."
"464","NV",91,"408","337-6898","no","no",0,133.7,75,195.3,87,280.5,89,5.9,2,0,"False."
"465","ND",105,"415","366-8036","no","yes",23,193.5,85,220.2,90,272.4,111,8.5,5,0,"False."
"466","NV",71,"415","352-8327","yes","no",0,178.2,113,167.8,94,182.1,111,13.6,3,3,"True."
"467","FL",132,"510","334-9505","no","yes",36,226.2,103,181.6,125,258.8,102,10.5,5,3,"True."
"468","MD",112,"415","336-5702","no","no",0,170.4,103,200.2,71,258.3,100,11.6,4,1,"False."
"469","AZ",86,"415","392-2381","no","yes",32,70.9,163,166.7,121,244.9,105,11.1,5,3,"False."
"470","AL",41,"510","369-6880","no","yes",34,194.4,63,254.9,110,160.2,115,17.2,9,2,"False."
"471","NE",44,"415","416-8697","no","no",0,240.3,146,164.6,83,240.7,106,10.6,2,1,"False."
"472","NV",78,"408","345-3451","no","no",0,75,116,248.7,87,176,83,9.5,6,3,"False."
"473","IL",149,"408","379-2514","no","no",0,69.1,117,136.3,100,181.7,53,6.3,3,1,"False."
"474","WV",72,"510","418-6651","no","yes",33,96.6,59,315.4,98,163.3,117,6.2,4,4,"True."
"475","MI",139,"415","421-3528","no","yes",20,214.6,101,235.1,132,162.8,132,14.8,12,0,"False."
"476","AR",74,"510","329-9046","no","no",0,148.5,111,146.5,42,289.2,83,9.9,6,3,"False."
"477","UT",50,"510","406-3890","no","no",0,258.1,106,161.4,106,225.1,110,11.7,5,1,"False."
"478","GA",141,"510","403-8904","no","yes",23,149.7,112,162.5,118,220.3,115,7.6,2,3,"False."
"479","AZ",140,"408","393-4086","no","no",0,149.8,134,164.4,98,294.7,124,8.1,2,1,"False."
"480","ID",99,"408","400-1367","no","no",0,190.4,102,158.1,107,271.5,92,11.2,4,2,"False."
"481","HI",166,"408","377-9473","no","no",0,181.4,108,253.8,54,112.3,94,11.6,6,1,"False."
"482","NV",124,"408","396-3068","no","no",0,151.1,123,187.4,104,255.4,93,5.3,3,1,"False."
"483","MD",74,"415","331-9293","no","no",0,155.7,116,173.7,63,257.4,97,8.1,4,0,"False."
"484","GA",117,"510","347-1914","no","no",0,149.9,95,256.1,110,212.7,92,13.3,13,2,"False."
"485","GA",85,"510","395-1962","no","no",0,222.3,132,231.5,101,223.5,75,11,2,3,"False."
"486","UT",36,"415","401-5485","no","yes",16,149.4,111,131.8,113,132.7,87,6.7,2,0,"False."
"487","MA",102,"510","355-6560","yes","no",0,233.8,103,221.6,131,146.9,106,12.8,3,0,"False."
"488","IN",76,"415","363-3911","no","no",0,204.2,100,292.6,139,244.3,105,10.5,2,0,"False."
"489","VT",165,"510","345-1998","no","no",0,242.9,126,209.8,65,228.4,126,0,0,1,"False."
"490","IA",130,"415","361-5277","no","no",0,150.4,119,230.5,99,186.3,76,12.3,4,1,"False."
"491","IN",78,"415","376-7145","no","no",0,208.9,119,252.4,132,280.2,120,12.8,7,0,"False."
"492","AL",55,"415","375-2975","yes","no",0,191.9,91,256.1,110,203.7,101,14.3,6,1,"True."
"493","ME",92,"415","376-8573","yes","no",0,130.7,113,260.6,122,244.2,98,9.4,2,2,"True."
"494","RI",129,"415","366-7360","no","yes",33,119.6,104,278.7,88,263.4,175,5.9,2,2,"False."
"495","MD",18,"408","347-7898","no","no",0,273.6,93,114.6,116,250.6,120,8.2,4,1,"False."
"496","FL",161,"415","390-7328","yes","no",0,156.1,114,180.3,63,179.6,115,11.1,9,2,"False."
"497","CA",93,"415","356-5491","no","yes",36,178.7,134,178.6,102,126.8,82,8,4,2,"False."
"498","AL",144,"415","373-3251","no","no",0,177.5,93,287.4,75,180.5,118,11.9,3,2,"False."
"499","ME",75,"408","343-1965","yes","no",0,211.3,61,105.6,119,175.9,63,9.7,4,4,"True."
"500","WV",95,"415","378-8019","no","no",0,175.2,91,244.4,109,75.8,95,7.5,2,1,"False."
"501","SD",126,"415","386-1548","no","yes",23,114.3,102,190.3,103,240.4,111,12.6,7,3,"False."
"502","FL",124,"415","397-1649","no","yes",28,251.4,104,225.1,89,251.9,121,7.5,5,1,"False."
"503","MI",93,"415","366-7247","yes","no",0,216.9,61,207.4,120,221.7,110,17.5,5,1,"True."
"504","MI",109,"415","402-9691","yes","yes",26,217.2,138,145.5,111,280.7,76,9.3,3,0,"False."
