"","State","Account_Length","Area_Code","Phone","Intl_Plan","Vmail_Plan","Vmail_Message","Day_Mins","Day_Calls","Eve_Mins","Eve_Calls","Night_Mins","Night_Calls","Intl_Mins","Intl_Calls","CustServ_Calls","Churn","Mahalanobis","Outlier","Test_Split"
"223","MS",65,"415","343-2095","no","no",0,136.1,112,272.9,96,220.2,104,4.4,2,1,"False.",10.3006511089249,FALSE,0.238726026844233
"224","ME",35,"408","345-3934","no","no",0,149.3,113,242.2,122,174.3,104,8.9,6,2,"False.",7.51654423868538,FALSE,0.962358936434612
"225","OK",88,"408","338-8050","no","no",0,65.4,97,168.2,76,236,113,13.8,1,2,"False.",12.1632578838589,FALSE,0.601365725975484
"226","IN",65,"415","388-9568","no","no",0,213.4,111,234.5,94,250.1,123,2.7,4,1,"False.",12.4246798277388,FALSE,0.515029727248475
"227","MO",123,"415","402-6591","no","no",0,206.9,85,244.7,78,221.5,136,7.7,2,3,"False.",10.7980186763388,FALSE,0.402573342202231
"228","IA",126,"408","403-6419","no","yes",27,186.2,78,189.6,83,76.5,139,9.6,3,2,"False.",15.7981783681295,FALSE,0.880246541230008
"229","VA",104,"415","386-9790","no","yes",23,280.2,136,220.5,92,136.9,102,13.3,3,4,"False.",16.6745495405923,FALSE,0.364091864787042
"230","KY",45,"415","378-5692","no","yes",22,196.6,84,313.2,92,163.3,108,11.9,3,0,"False.",11.7896250282731,FALSE,0.288239280693233
"231","MD",93,"408","360-3324","yes","no",0,312,109,129.4,100,217.6,74,10.5,2,0,"True.",13.7776757745794,FALSE,0.170645235106349
"232","OH",63,"415","410-3719","yes","yes",36,199,110,291.3,111,197.6,92,11,6,1,"False.",10.3893628698595,FALSE,0.172171746380627
"233","OK",100,"415","352-4221","no","no",0,203.1,96,217,126,180.9,122,13.5,2,3,"False.",7.95800887210969,FALSE,0.48204260552302
"234","NV",53,"415","327-6179","no","no",0,168.8,97,220.3,87,154.3,113,10.9,2,0,"False.",6.33760707594573,FALSE,0.252964928513393
"235","ID",92,"415","359-6196","yes","no",0,173.1,140,240.3,105,233.2,117,9,5,1,"False.",6.86446242285701,FALSE,0.21625478961505
"236","MN",139,"510","374-9107","no","no",0,134.4,106,211.3,98,193.6,125,10.2,2,5,"True.",12.8011870162727,FALSE,0.674376388080418
"238","IL",110,"408","366-5780","no","no",0,74.5,117,200.8,98,192.2,101,9.8,7,3,"False.",7.96045910300329,FALSE,0.700853087473661
"240","AL",73,"415","355-9295","no","no",0,192.2,86,168.6,116,139.8,87,9.4,6,1,"False.",5.65357420778571,FALSE,0.351888638455421
"241","NJ",138,"510","400-5751","no","no",0,220.2,89,88.3,125,195.3,79,12.9,5,0,"False.",12.6681967054771,FALSE,0.408943997928873
"242","NV",137,"415","338-1027","yes","no",0,135.1,95,134.1,102,223.1,81,12.3,2,2,"True.",6.84775017946063,FALSE,0.820951323956251
"243","IN",36,"415","405-8867","no","no",0,253.4,77,182.4,151,275.8,103,8.4,2,1,"False.",17.1425548575525,FALSE,0.918857348151505
"244","WV",85,"408","336-5616","no","no",0,225,81,176.9,63,194.3,110,7.1,2,3,"False.",10.2230237784363,FALSE,0.282528330106288
"246","SC",22,"408","331-5138","no","no",0,110.3,107,166.5,93,202.3,96,9.5,5,0,"False.",8.53802172029956,FALSE,0.961104793706909
"248","IN",51,"510","348-1359","no","no",0,214.8,94,149.7,58,283.4,66,10.2,5,0,"False.",15.7034113425303,FALSE,0.728394428268075
"249","AZ",94,"408","354-7339","no","no",0,181.8,85,202.4,98,245.9,97,9.2,2,4,"False.",6.80606152475691,FALSE,0.686375082004815
"252","NJ",106,"415","365-2153","no","no",0,207.9,91,172,109,191.8,143,14.4,7,4,"False.",14.6814783390243,FALSE,0.395220134640113
"253","MS",82,"408","345-6043","no","no",0,207,90,232.9,83,172.4,108,9.1,8,3,"False.",7.85604139827027,FALSE,0.477845379849896
"255","TX",97,"415","411-1715","yes","no",0,143.7,117,273,82,178.3,81,10.9,3,0,"False.",7.4153728001085,FALSE,0.56025326368399
"256","FL",106,"408","385-2488","no","yes",32,165.9,126,216.5,93,173.1,86,14.1,8,4,"False.",15.2990623980902,FALSE,0.698261594865471
"257","DC",108,"510","377-7177","no","no",0,138.6,122,172.3,117,231.6,92,9.8,3,1,"False.",4.48978818082741,FALSE,0.915683538420126
"258","TX",114,"415","342-1099","no","no",0,84.7,118,249.9,86,193.4,95,14.5,8,1,"False.",11.1201216573454,FALSE,0.618351227371022
"259","KS",92,"408","386-4170","yes","no",0,62.6,111,180.6,126,221.7,80,10.4,2,1,"True.",10.6948322361306,FALSE,0.428421508753672
"260","UT",59,"510","413-1269","no","no",0,155.2,79,235.3,123,169.4,80,8.7,4,1,"False.",6.82334249128997,FALSE,0.54208036721684
"263","NM",117,"415","340-3182","no","no",0,143.3,103,211.3,108,185.2,96,11.5,3,1,"False.",2.13331425650183,FALSE,0.260856857057661
"264","SC",78,"510","377-8608","no","no",0,168.3,110,221.2,73,241,136,12.5,1,1,"False.",10.5612676664389,FALSE,0.397151953307912
"265","NC",155,"408","417-3676","no","no",0,262.4,55,194.6,113,146.5,85,8.3,6,2,"False.",14.3351380138158,FALSE,0.197744736680761
"266","WV",114,"510","417-6774","no","yes",30,206.2,79,260,91,291.6,83,11.4,6,1,"False.",11.181057026509,FALSE,0.83192756283097
"267","RI",114,"510","411-9554","no","yes",28,225.8,94,193,117,232.4,100,8.4,9,4,"False.",13.6581927621368,FALSE,0.152887222822756
"268","NH",119,"408","420-3192","no","no",0,138.3,89,170.5,78,263.9,98,13.5,6,3,"False.",8.05592224135939,FALSE,0.803418542025611
"270","MA",118,"408","343-7734","yes","no",0,160,123,175.4,96,184.8,99,9.9,3,2,"False.",3.00706724152879,FALSE,0.546826156554744
"271","PA",101,"415","410-3390","no","no",0,206.6,105,224.9,117,249.9,100,14.6,3,0,"False.",7.14061128146753,FALSE,0.662317642010748
"272","OK",117,"415","344-6495","no","no",0,134.7,121,180,83,200.9,104,7.7,3,1,"False.",4.78594778939016,FALSE,0.171698493883014
"274","WY",139,"415","337-7501","no","no",0,192.8,104,234.4,96,203.2,101,13,3,3,"False.",4.90461619706698,FALSE,0.633055359823629
"275","PA",92,"408","339-9631","no","yes",28,151.1,90,194.8,79,239.2,114,10,3,1,"False.",5.8833295154158,FALSE,0.311869746772572
"276","WA",83,"415","369-4384","no","no",0,221.4,103,231.8,103,122.5,100,9.8,5,3,"False.",5.81814826271546,FALSE,0.724554346408695
"277","HI",148,"510","416-3915","yes","no",0,218.9,88,208,85,203.3,99,11.1,4,0,"False.",5.28547959395436,FALSE,0.398939824663103
"279","AL",131,"415","361-7998","no","yes",25,192.7,85,225.9,105,254.2,59,10.9,6,2,"False.",9.76267230448173,FALSE,0.969356411136687
"280","VT",146,"510","355-4842","yes","no",0,204.4,135,219.1,90,222.7,114,10.5,6,3,"False.",8.27314064721065,FALSE,0.967398370616138
"281","MT",143,"415","387-6440","no","no",0,172.3,97,174,108,188.2,119,13,4,2,"False.",4.14637367525893,FALSE,0.726702539017424
"282","MN",81,"415","369-2625","no","no",0,198.4,93,210.9,108,193.3,71,10.4,6,2,"False.",4.20147306476197,FALSE,0.257216746453196
"283","AK",48,"415","389-7073","no","yes",37,211.7,115,159.9,84,144.1,80,12.2,1,1,"False.",14.1419961628743,FALSE,0.221787934657186
"284","MI",86,"415","370-8463","no","yes",28,221.6,74,288.4,100,240.3,105,9,2,1,"False.",10.0961322603825,FALSE,0.593045651679859
"285","DE",71,"415","362-7318","no","no",0,197.9,108,181.5,109,281.4,56,6.7,5,3,"False.",12.4127965068504,FALSE,0.267521432135254
"286","SD",145,"408","412-1194","no","yes",24,147.5,90,175.7,108,252.1,102,15.6,3,2,"False.",9.40376551117411,FALSE,0.531070398865268
"287","MI",137,"510","355-9508","no","no",0,206.4,122,128,102,194.5,84,8.8,5,2,"False.",5.92550992079796,FALSE,0.785291671287268
"288","KS",137,"408","352-8202","no","no",0,205.9,88,209.3,86,289.9,84,14.5,4,2,"False.",9.30001407426682,FALSE,0.168060810538009
"289","AL",167,"510","335-5882","no","no",0,207.6,88,132.4,63,255.2,98,14.1,5,0,"False.",14.4288425736017,FALSE,0.404399181017652
"290","OK",89,"510","352-6976","no","no",0,303.9,95,260.9,114,312.1,89,5.3,3,1,"True.",16.6740805229182,FALSE,0.471576277632266
"292","NE",132,"510","335-1838","no","no",0,99.5,110,129.1,80,125.1,124,9.7,3,0,"False.",12.5564210756059,FALSE,0.868106806883588
"293","WI",94,"510","355-6930","no","no",0,177.1,112,194,112,146.7,108,5.9,4,1,"False.",5.38303702395908,FALSE,0.9257079558447
"294","CT",96,"415","387-5860","no","yes",37,172.7,93,120.1,116,216.1,86,10.3,5,5,"True.",16.4519914543987,FALSE,0.88197755930014
"295","WI",96,"510","343-2605","no","yes",18,172.7,86,133.4,113,259.5,70,9.8,3,1,"False.",8.16013486965145,FALSE,0.674186842516065
"296","IN",166,"510","350-6759","no","no",0,204.2,115,179.9,152,216.8,109,9.5,5,1,"False.",11.1558288312203,FALSE,0.950166979338974
"297","DC",74,"415","371-1514","no","no",0,85.7,83,247.7,67,142.4,85,10.1,5,2,"False.",10.0130727364825,FALSE,0.516444894252345
"298","AR",36,"415","346-9317","no","no",0,157.6,117,184.3,58,240.4,99,11.9,1,0,"False.",13.3025519314693,FALSE,0.576519021298736
"299","ME",113,"415","398-4313","no","no",0,215.5,129,218.7,117,207.1,91,6.6,9,4,"False.",14.6207882057488,FALSE,0.336331205908209
"300","MN",94,"415","412-4399","no","no",0,181.5,98,199.9,88,287.7,114,6.6,5,1,"False.",6.33755913831092,FALSE,0.34732463140972
"304","IA",158,"415","360-6868","no","no",0,158,106,292.5,114,241.1,89,9.1,4,1,"False.",7.95833328549406,FALSE,0.502813045633957
"305","AZ",136,"510","405-6641","no","no",0,92,117,253.6,77,214.1,90,10.3,10,1,"False.",13.9735295474798,FALSE,0.871043413644657
"308","IN",122,"408","336-3819","no","no",0,296.4,99,214.8,89,133.9,107,11.4,3,4,"True.",13.0208568108194,FALSE,0.164211224997416
"309","RI",112,"510","341-3464","no","no",0,194.4,101,190.3,82,183.4,107,11.4,2,0,"False.",4.56344169909109,FALSE,0.770334074273705
"310","SD",209,"415","413-5310","no","no",0,227.2,128,258.4,92,183.5,74,8.9,4,3,"False.",15.719115193856,FALSE,0.735184305813164
"311","MN",62,"415","366-7912","no","no",0,248.7,109,220,118,265.7,78,13.2,2,1,"True.",10.0654332289831,FALSE,0.971875635674223
"312","TX",110,"415","399-8845","no","yes",38,236.3,102,195.9,112,183.5,82,9.7,6,1,"False.",8.43047168346494,FALSE,0.466472376836464
"314","MA",73,"408","360-6309","no","no",0,94.1,136,280.3,122,205,77,9.8,4,0,"False.",13.8832888297932,FALSE,0.648818124318495
"315","ID",128,"408","359-5890","no","no",0,125.2,99,205.4,107,254.4,111,18.9,2,0,"False.",16.6032549084583,FALSE,0.758593169506639
"317","GA",103,"415","381-9196","no","yes",28,121,105,270.4,100,160.5,76,7.7,4,2,"False.",8.7317676211657,FALSE,0.137106081005186
"318","RI",119,"415","329-3222","no","yes",29,117.8,66,256.8,114,147.6,76,7.6,3,3,"False.",14.3363551002802,FALSE,0.396584594622254
"319","ID",173,"510","363-5819","no","yes",21,232.4,96,211.9,118,273,102,5,5,3,"False.",13.2599433132705,FALSE,0.224985329201445
"321","MA",86,"510","330-7483","no","no",0,176.3,79,259.2,97,287.4,78,6.2,3,0,"False.",11.6871538567779,FALSE,0.395892688306049
"323","VA",104,"408","360-2479","no","no",0,138.7,107,256.9,113,234.9,74,10,3,0,"False.",7.13406015261839,FALSE,0.225886432919651
"325","VA",129,"408","384-2632","no","no",0,207,91,154.9,121,245.1,112,13.4,5,3,"False.",7.19596751061332,FALSE,0.670282039558515
"326","ME",100,"510","359-8466","no","yes",30,58.8,104,219.5,107,152.3,118,7.1,3,0,"False.",14.3495634362804,FALSE,0.297741782618687
"328","GA",143,"408","359-5160","no","yes",33,239.2,109,235.5,112,156.3,95,9.5,4,1,"False.",7.76015469553269,FALSE,0.100721582304686
"331","FL",116,"510","338-8478","no","no",0,192.1,98,312.9,135,130.2,94,7.9,2,3,"False.",13.9404109871933,FALSE,0.880440568784252
"332","MT",54,"415","387-5453","no","no",0,272.6,83,248.7,74,197.4,111,9.5,2,1,"True.",10.1320359429126,FALSE,0.754247402073815
"334","DE",108,"510","365-8779","no","no",0,169.6,99,264.1,87,206.3,78,9.3,4,0,"False.",5.37202959839945,FALSE,0.816605887608603
"335","MT",66,"510","407-2750","no","no",0,201.3,95,152.8,66,233.2,101,7.5,4,1,"False.",7.05571863181344,FALSE,0.982140373671427
"336","KY",151,"408","396-8265","no","yes",17,214.7,97,138.5,90,169.1,44,8.6,4,1,"False.",14.1724258087202,FALSE,0.103599644964561
"338","WA",55,"415","333-2611","no","no",0,194.1,121,176.6,110,302.8,136,7,7,2,"False.",14.2228962914538,FALSE,0.798831611173227
"339","OR",77,"510","409-8814","no","no",0,233.8,104,266.5,94,212.7,104,7.6,3,2,"False.",5.08227740895952,FALSE,0.784575266530737
"341","GA",89,"415","343-6940","no","no",0,213,63,176.6,71,262.6,126,9.1,1,1,"True.",13.2221248546135,FALSE,0.779065882787108
"343","IL",44,"415","350-6639","no","yes",34,221.8,105,161.7,85,227.7,62,14,7,0,"False.",17.0585647952273,FALSE,0.729390651918948
"345","SC",64,"510","349-6567","no","yes",37,154.6,92,83.4,103,165.9,99,13.3,3,1,"False.",13.9779898888541,FALSE,0.630131852813065
"346","VA",141,"415","333-7749","no","no",0,260.2,131,179.2,120,135,119,7.2,8,3,"False.",15.7575956065215,FALSE,0.480910829966888
"347","WI",81,"415","408-6089","no","yes",33,161.6,117,123,90,261.3,101,12.2,5,1,"False.",9.608694868957,FALSE,0.15663685137406
"349","AZ",83,"415","400-6999","no","yes",41,155.9,122,162.3,107,127.6,105,13.1,5,3,"False.",13.666477928709,FALSE,0.452458394225687
"351","AK",59,"510","366-5241","no","no",0,182.5,104,204.7,95,229.9,100,11.3,8,4,"False.",9.39139964189317,FALSE,0.492293328745291
"353","AR",79,"408","406-2752","no","no",0,152.2,112,177.2,132,96.4,87,5.3,3,1,"False.",13.3044496732291,FALSE,0.389587111538276
"354","AK",117,"415","337-8078","no","no",0,181.5,95,205.1,88,204,82,14.7,9,2,"False.",9.48097759479175,FALSE,0.464665941894054
"355","MS",64,"408","402-1942","yes","no",0,236.2,77,218.6,85,194.1,97,13.2,2,2,"True.",7.22977969693818,FALSE,0.713279000716284
"357","CA",124,"408","343-6374","yes","no",0,244.6,89,188.8,80,206,114,11.3,4,1,"False.",4.92394379950377,FALSE,0.354783097514883
"358","NM",122,"408","385-8730","no","yes",23,134.2,85,227.3,132,122.4,96,8.5,2,2,"False.",10.3534672039887,FALSE,0.802812272915617
"359","NE",37,"408","393-7892","yes","yes",39,149.7,122,211.1,75,114.3,90,9.2,4,1,"False.",15.1758643334552,FALSE,0.835708837024868
"360","SC",90,"408","407-6748","no","yes",29,150.1,109,264.7,103,178.4,97,5.8,4,1,"False.",8.02366690226565,FALSE,0.237749404972419
"362","DE",148,"415","351-2587","no","no",0,124.4,83,179.7,81,253,99,11.3,6,0,"False.",8.22942702908313,FALSE,0.353986102622002
"363","OH",39,"415","421-9752","no","yes",36,141.7,121,232.3,113,222.1,131,12,5,1,"False.",13.4800596431629,FALSE,0.856885420158505
"364","MS",77,"408","356-4001","no","no",0,230,87,103.2,138,309.6,136,11.3,3,2,"False.",18.1179658242737,FALSE,0.853763373801485
"365","OK",194,"408","328-9869","no","no",0,162.3,88,213.7,118,192.1,81,10.9,2,0,"False.",11.766620418345,FALSE,0.295895455405116
"367","NC",112,"415","334-1872","no","no",0,193.3,96,264.1,123,128.6,115,9.1,3,4,"False.",10.4333553654617,FALSE,0.147048324579373
"369","KS",132,"415","369-3214","no","no",0,83.4,110,232.2,137,146.7,114,7.6,5,1,"False.",11.7762678373173,FALSE,0.703992061316967
"370","MA",128,"415","385-6778","no","no",0,195.6,99,267.8,120,164.9,76,16,2,0,"False.",13.3475920990715,FALSE,0.103806688217446
"372","NM",56,"408","385-5722","no","no",0,197,110,222.8,102,225.3,91,10.6,6,2,"False.",3.63174888742882,FALSE,0.999404527945444
"375","AZ",90,"415","422-4241","no","no",0,179.2,77,210.7,99,276.9,58,9.2,6,2,"False.",9.94030276487509,FALSE,0.338391283759847
"376","SD",87,"415","370-2957","no","yes",21,214,113,180,114,134.5,82,10.6,5,0,"False.",6.92755005396557,FALSE,0.91506376164034
"377","DC",138,"415","329-6562","no","no",0,170.5,87,118.2,116,187.9,111,11.2,7,2,"False.",7.24846128748191,FALSE,0.617235269630328
"379","MO",95,"415","374-7787","yes","no",0,165.5,84,286.2,112,198.9,89,11.5,2,1,"True.",6.478026914219,FALSE,0.286285348702222
"380","KS",127,"415","345-2931","no","no",0,221,100,160.7,113,233.1,96,6.8,4,2,"False.",4.58106933923527,FALSE,0.737797403009608
"381","SD",137,"510","373-5732","no","no",0,242.1,118,191,93,218.6,50,14.7,2,3,"False.",16.5380707594791,FALSE,0.834054309176281
"382","OK",97,"415","348-7437","no","no",0,151.6,107,155.4,96,240,112,14.7,4,1,"False.",5.42834411536313,FALSE,0.314270780421793
"383","OR",149,"415","332-9460","yes","no",0,176.2,87,145,81,249.5,92,5.7,4,0,"False.",10.5462239746952,FALSE,0.492566547822207
"384","IN",117,"415","355-6531","yes","yes",22,196,82,322.7,82,225.6,120,3.7,5,1,"False.",16.5837148883619,FALSE,0.697373766219243
"385","OH",84,"408","336-9390","no","no",0,159.5,125,247.1,90,187.9,82,7.2,4,2,"False.",5.77338054280818,FALSE,0.641462353989482
"386","KS",137,"415","346-8581","no","no",0,230.2,113,220.4,79,204.7,111,10.7,7,4,"False.",10.2212703444291,FALSE,0.643922914983705
"387","CT",99,"415","363-8824","no","no",0,146.7,64,274,99,321.3,98,8.9,1,3,"False.",16.4603718178257,FALSE,0.977853404823691
"388","NH",54,"510","353-3351","no","no",0,210.5,102,204.5,83,127.8,53,8.5,5,1,"False.",12.0215713694816,FALSE,0.414735334459692
"389","WI",85,"415","360-4320","no","no",0,102,95,270.2,139,148.2,105,10.7,3,1,"False.",10.6677633329729,FALSE,0.119404779979959
"390","MS",150,"510","417-6252","no","no",0,126,99,238.5,73,285.1,100,10.2,6,3,"False.",10.1050945837207,FALSE,0.526029660133645
"391","WV",43,"415","393-4949","no","no",0,168.4,125,243.8,89,214.7,102,11.1,2,1,"False.",6.86391019878591,FALSE,0.225073350826278
"392","MA",35,"415","401-3156","no","no",0,105.6,129,258.2,129,213.1,77,8.7,3,0,"False.",14.9889295037163,FALSE,0.486411764053628
"393","MD",98,"415","338-6283","no","no",0,206.5,92,176.2,152,232.8,115,12.4,5,5,"False.",17.175784833197,FALSE,0.370214798487723
"394","PA",112,"510","352-9017","no","no",0,217.1,76,205.2,100,185.7,91,9.4,3,2,"False.",3.51652483173469,FALSE,0.983350180787966
"395","WI",16,"510","405-5305","no","no",0,229.6,78,205.7,108,166.2,91,10.8,2,0,"True.",10.6050081145131,FALSE,0.388319115154445
"397","TX",84,"408","339-7139","no","no",0,138.6,102,199,93,204.1,137,7.8,4,0,"False.",7.40886195988164,FALSE,0.229244840331376
"398","OR",94,"415","328-6011","no","no",0,234.4,103,279.3,109,234.2,121,2,2,1,"True.",15.7595449978339,FALSE,0.623297546291724
"399","IL",84,"510","378-1303","no","no",0,181.5,129,130.7,112,186.5,118,8.5,4,1,"False.",6.66081818633007,FALSE,0.136540197068825
"400","DC",66,"415","402-5155","no","no",0,167.3,91,230,68,191.7,118,10.6,5,1,"True.",5.72851267059062,FALSE,0.967469494324178
"401","GA",98,"415","333-5430","no","yes",31,121,105,218.9,98,226.7,110,12,1,1,"False.",8.23291391817199,FALSE,0.515071807894856
"402","ID",74,"415","365-9696","no","no",0,221.1,124,110.8,94,240.1,112,10.6,3,0,"False.",8.92919346608871,FALSE,0.163070329232141
"403","UT",96,"408","410-4023","no","yes",26,145.8,108,192.2,89,165.1,96,9.9,2,1,"False.",4.70934325210074,FALSE,0.621902295155451
"404","KY",119,"510","411-7649","no","no",0,222.8,122,163.2,107,160.6,112,11.2,6,1,"False.",5.0713177954172,FALSE,0.985954165225849
"405","OH",73,"415","338-4065","no","no",0,183.4,80,242,115,201.4,100,7.5,3,4,"False.",8.0124720023775,FALSE,0.668771517463028
"406","WI",92,"415","421-9401","yes","no",0,264.3,91,160.9,115,198.6,73,9.3,5,0,"False.",8.4488727391337,FALSE,0.418915896909311
"407","IL",21,"415","343-9658","no","no",0,146,78,109.7,79,247.4,108,6.8,7,0,"False.",16.9012732709931,FALSE,0.323344993172213
"408","DE",122,"510","332-5521","no","no",0,157.1,134,184.9,122,197.2,59,8.5,5,4,"True.",14.02962905841,FALSE,0.835255319951102
"409","RI",133,"510","349-4369","yes","no",0,127.3,108,251.3,81,135,88,10.3,3,1,"False.",6.64029206689734,FALSE,0.143817043630406
"410","TX",145,"415","351-4288","no","no",0,187.9,110,197,117,167,108,4.8,4,2,"False.",7.39675165696321,FALSE,0.192815946880728
"411","OR",25,"408","422-5874","no","no",0,178.8,90,141.2,72,203,99,8.4,5,2,"False.",8.59224893771358,FALSE,0.896738682640716
"412","NV",64,"415","396-2324","no","no",0,97.2,80,186.2,90,189,92,10.4,6,2,"False.",5.82905996441592,FALSE,0.308119554305449
"413","NE",85,"415","416-5662","no","no",0,259.8,85,242.3,117,168.8,72,5.4,1,0,"False.",14.6069389313368,FALSE,0.363300543511286
"414","MS",126,"415","363-9663","no","no",0,256.5,112,199.5,90,188.3,122,7,5,3,"False.",8.00660715898885,FALSE,0.783946478739381
"415","OR",76,"415","410-9477","no","no",0,169.5,77,124,87,219.4,92,10,3,0,"False.",7.3900994595477,FALSE,0.193378679919988
"417","DE",224,"510","361-6563","yes","no",0,171.5,99,160,103,212.4,102,5,2,1,"True.",16.6421441271659,FALSE,0.406607866287231
"418","AZ",117,"408","417-4404","no","no",0,239.9,84,174.8,106,209.5,93,9.8,2,0,"False.",6.03973288767683,FALSE,0.483167669270188
"419","SD",128,"408","372-8048","no","yes",34,142.3,73,194.8,79,239.3,81,16,6,1,"False.",14.7256812805717,FALSE,0.421844950178638
"420","NV",115,"415","356-3646","no","no",0,184.1,98,327,73,212.5,106,7.5,6,2,"False.",10.6759740514279,FALSE,0.342808801680803
"422","MN",51,"510","355-9581","no","no",0,259.9,114,176.2,94,77.2,112,15.3,1,1,"False.",18.1821177221194,FALSE,0.866483314661309
"423","NJ",100,"415","396-5189","no","no",0,203.8,122,283.1,76,197.3,83,12.5,3,0,"False.",9.43165491979407,FALSE,0.455108050955459
"424","IN",96,"415","356-9187","no","yes",45,248.8,124,140.3,77,263.6,102,10.3,2,3,"False.",17.8308662056484,FALSE,0.533764873631299
